Date,Crop_Type,Soil_Type,Temperature_C,Humidity_Percent,Rainfall_mm,Soil_Moisture_Percent,Irrigation_Needed_Liters
2024-01-16,Cotton,Clay,30.52,46.52,0.03,32.72,41.75
2024-01-17,Cotton,Clay,18.04,79.3,3.79,41.83,15.48
2024-01-18,Wheat,Loamy,35.65,29.84,3.32,15.55,65.03
2024-01-19,Cotton,Clay,26.53,22.73,0.16,32.76,42.96
2024-01-20,Rice,Sandy,37.69,52.1,1.71,23.0,57.7
2024-01-21,Rice,Silt,24.42,82.19,4.62,36.53,42.9
2024-01-22,Sugarcane,Loamy,43.83,47.26,2.43,21.81,65.25
2024-01-23,Sugarcane,Clay,31.61,57.92,7.18,41.67,44.64
2024-01-24,Rice,Sandy,22.78,33.62,0.3,11.85,68.62
2024-01-25,Maize,Loamy,31.73,44.31,4.34,17.78,52.66
2024-01-26,Rice,Loamy,21.22,74.77,6.63,21.01,33.95
2024-01-27,Rice,Loamy,21.04,47.66,0.2,24.51,45.26
2024-01-28,Cotton,Loamy,43.92,83.66,6.4,25.67,37.22
2024-01-29,Sugarcane,Sandy,38.72,28.74,7.9,10.52,87.26
2024-01-30,Maize,Sandy,19.46,52.39,19.81,14.67,35.18
2024-01-31,Rice,Silt,23.57,34.23,7.17,27.73,50.07
2024-02-01,Wheat,Loamy,32.32,80.59,19.75,23.15,21.97
2024-02-02,Maize,Loamy,43.68,34.03,0.58,32.08,52.63
2024-02-03,Wheat,Clay,41.79,24.37,10.75,33.97,40.06
2024-02-04,Sugarcane,Loamy,37.02,73.38,13.24,15.61,67.23
2024-02-05,Rice,Sandy,33.98,65.11,8.57,11.67,66.4
2024-02-06,Wheat,Sandy,15.27,89.85,5.65,21.57,13.77
2024-02-07,Cotton,Clay,25.25,64.3,0.36,25.11,37.62
2024-02-08,Maize,Silt,39.28,81.91,6.02,22.09,32.39
2024-02-09,Rice,Sandy,23.41,68.12,0.12,11.12,60.29
2024-02-10,Maize,Clay,43.43,25.06,15.52,35.45,41.8
2024-02-11,Wheat,Loamy,40.26,36.96,3.25,17.9,66.26
2024-02-12,Maize,Sandy,23.43,76.24,13.24,13.1,30.44
2024-02-13,Sugarcane,Loamy,29.29,35.82,5.11,34.58,60.62
2024-02-14,Sugarcane,Loamy,34.43,28.6,10.98,25.06,59.7
2024-02-15,Rice,Silt,33.74,25.02,5.74,24.84,61.28
2024-02-16,Maize,Clay,39.12,58.68,3.67,27.86,44.65
2024-02-17,Rice,Silt,29.9,39.9,0.72,32.59,57.33
2024-02-18,Maize,Clay,24.53,20.01,3.58,25.94,36.66
2024-02-19,Wheat,Loamy,32.5,52.69,2.08,33.81,32.5
2024-02-20,Maize,Loamy,39.8,29.1,4.16,32.33,53.43
2024-02-21,Rice,Loamy,43.29,49.57,2.37,33.73,61.05
2024-02-22,Wheat,Sandy,16.27,59.52,13.31,21.88,16.06
2024-02-23,Sugarcane,Clay,41.27,32.8,1.63,27.59,76.06
2024-02-24,Wheat,Sandy,23.07,53.28,5.03,24.99,17.63
2024-02-25,Maize,Silt,27.98,52.04,1.17,27.37,32.22
2024-02-26,Maize,Loamy,38.03,49.16,8.63,32.01,36.27
2024-02-27,Wheat,Sandy,29.17,81.61,1.22,18.56,40.65
2024-02-28,Rice,Clay,19.1,65.61,6.71,31.31,40.87
2024-02-29,Sugarcane,Silt,36.4,33.95,11.05,25.75,64.21
2024-03-01,Wheat,Clay,18.35,56.11,1.56,41.71,12.09
2024-03-02,Sugarcane,Sandy,25.12,21.35,0.66,13.27,79.96
2024-03-03,Wheat,Silt,32.85,20.69,3.12,39.27,45.11
2024-03-04,Wheat,Silt,28.65,38.71,1.24,22.63,42.14
2024-03-05,Sugarcane,Sandy,38.1,76.5,0.64,10.31,72.11
2024-03-06,Sugarcane,Clay,38.19,56.26,2.14,32.43,62.01
2024-03-07,Cotton,Clay,34.39,88.19,9.39,25.47,32.39
2024-03-08,Wheat,Loamy,38.41,52.06,2.54,21.06,37.39
2024-03-09,Wheat,Clay,22.4,53.89,6.88,34.48,17.35
2024-03-10,Rice,Silt,43.28,74.96,23.74,30.89,37.78
2024-03-11,Maize,Sandy,25.97,35.78,1.09,7.82,58.73
2024-03-12,Rice,Loamy,32.35,30.29,8.33,27.72,59.33
2024-03-13,Maize,Loamy,22.8,44.16,12.47,20.81,17.82
2024-03-14,Wheat,Sandy,16.87,30.31,0.04,17.62,49.69
2024-03-15,Wheat,Sandy,24.06,73.28,2.19,23.98,22.77
2024-03-16,Rice,Sandy,31.4,50.3,0.22,8.31,69.67
2024-03-17,Maize,Clay,16.5,79.06,19.87,40.86,5.12
2024-03-18,Maize,Silt,43.82,33.78,15.12,39.9,44.27
2024-03-19,Rice,Sandy,32.09,38.17,2.87,16.87,77.44
2024-03-20,Rice,Sandy,15.43,78.06,6.59,12.1,51.19
2024-03-21,Cotton,Clay,43.59,87.69,2.49,42.08,31.64
2024-03-22,Maize,Loamy,21.96,52.08,7.6,34.2,24.58
2024-03-23,Sugarcane,Sandy,33.09,78.48,7.67,12.54,65.31
2024-03-24,Cotton,Clay,21.66,42.52,9.42,39.58,22.57
2024-03-25,Sugarcane,Loamy,15.88,53.66,5.43,17.37,58.73
2024-03-26,Cotton,Sandy,44.8,23.14,7.16,12.43,64.35
2024-03-27,Sugarcane,Sandy,42.55,86.57,4.3,12.14,76.73
2024-03-28,Maize,Clay,31.92,45.1,5.34,29.81,31.15
2024-03-29,Sugarcane,Silt,18.05,55.42,1.25,20.78,47.22
2024-03-30,Wheat,Sandy,41.0,39.77,15.02,16.63,54.62
2024-03-31,Cotton,Clay,30.5,73.11,1.66,32.06,37.36
2024-04-01,Rice,Silt,27.03,73.42,8.66,37.78,40.27
2024-04-02,Sugarcane,Clay,22.66,40.7,4.5,25.66,50.82
2024-04-03,Cotton,Silt,23.86,81.56,3.08,21.9,26.96
2024-04-04,Sugarcane,Silt,35.81,73.98,5.32,23.03,57.26
2024-04-05,Sugarcane,Silt,23.7,85.17,2.49,30.93,45.19
2024-04-06,Sugarcane,Clay,16.84,45.35,6.42,29.01,43.22
2024-04-07,Sugarcane,Clay,28.12,81.79,0.27,28.82,48.86
2024-04-08,Cotton,Loamy,34.22,49.12,7.12,27.19,37.38
2024-04-09,Sugarcane,Clay,22.58,39.0,0.67,31.74,63.0
2024-04-10,Maize,Loamy,21.61,73.37,3.91,17.99,37.28
2024-04-11,Rice,Sandy,15.62,38.83,3.64,10.38,70.77
2024-04-12,Wheat,Clay,33.05,40.76,6.27,40.18,17.62
2024-04-13,Wheat,Loamy,30.27,45.85,13.51,31.55,26.18
2024-04-14,Cotton,Sandy,42.63,68.62,6.53,22.23,38.64
2024-04-15,Cotton,Clay,20.86,44.17,2.04,44.57,22.14
2024-04-16,Wheat,Silt,35.13,50.47,3.98,26.24,39.9
2024-04-17,Maize,Silt,26.62,83.46,0.08,35.64,25.75
2024-04-18,Rice,Clay,44.11,50.64,1.34,39.1,61.9
2024-04-19,Wheat,Clay,44.01,23.62,3.51,39.37,52.18
2024-04-20,Sugarcane,Silt,39.0,58.69,2.53,22.63,67.19
2024-04-21,Maize,Loamy,24.29,40.3,10.26,28.45,19.78
2024-04-22,Cotton,Sandy,39.98,83.43,0.06,18.48,52.31
2024-04-23,Wheat,Silt,23.63,41.47,2.18,32.43,24.0
2024-04-24,Wheat,Silt,27.14,24.78,7.66,25.72,34.6
2024-04-25,Cotton,Sandy,24.97,23.96,2.34,23.89,40.85
2024-04-26,Cotton,Silt,37.53,27.1,1.63,25.53,54.59
2024-04-27,Wheat,Silt,17.03,56.31,0.99,39.41,22.68
2024-04-28,Wheat,Clay,20.69,60.75,1.14,35.39,22.44
2024-04-29,Cotton,Sandy,30.5,71.81,4.98,15.99,51.14
2024-04-30,Rice,Loamy,32.86,32.05,12.99,16.37,69.58
2024-05-01,Maize,Silt,28.74,26.45,4.03,32.83,44.22
2024-05-02,Cotton,Sandy,28.52,67.04,4.38,15.52,48.5
2024-05-03,Rice,Clay,20.22,28.19,2.98,37.25,53.28
2024-05-04,Cotton,Silt,15.2,74.06,4.91,27.47,22.3
2024-05-05,Wheat,Clay,26.57,85.54,3.9,43.79,13.32
2024-05-06,Wheat,Clay,33.52,71.76,1.21,38.3,29.99
2024-05-07,Cotton,Sandy,24.81,82.3,0.44,21.14,27.17
2024-05-08,Maize,Clay,30.38,50.69,27.95,29.58,18.28
2024-05-09,Wheat,Sandy,36.03,34.28,5.31,21.37,42.3
2024-05-10,Maize,Loamy,15.89,44.92,0.08,16.54,45.47
2024-05-11,Cotton,Clay,27.74,35.07,4.55,36.9,44.23
2024-05-12,Rice,Sandy,39.15,77.61,13.49,15.89,58.2
2024-05-13,Rice,Sandy,37.29,71.65,3.68,6.37,69.23
2024-05-14,Wheat,Clay,32.53,57.68,1.57,32.37,37.37
2024-05-15,Wheat,Sandy,38.62,51.8,4.97,9.97,56.23
2024-05-16,Rice,Silt,28.28,65.45,13.77,21.28,41.95
2024-05-17,Cotton,Sandy,15.66,41.07,3.49,6.12,44.95
2024-05-18,Maize,Silt,18.16,73.51,2.64,33.1,21.56
2024-05-19,Sugarcane,Silt,30.49,75.06,14.28,34.94,46.32
2024-05-20,Maize,Loamy,18.31,40.24,1.85,20.0,43.09
2024-05-21,Wheat,Clay,37.28,25.36,10.3,41.56,28.3
2024-05-22,Sugarcane,Silt,33.97,46.15,1.58,24.64,58.91
2024-05-23,Sugarcane,Clay,17.33,78.02,2.15,35.43,46.77
2024-05-24,Wheat,Silt,40.76,72.38,2.89,32.21,32.96
2024-05-25,Sugarcane,Loamy,20.38,68.58,1.3,17.35,62.99
2024-05-26,Sugarcane,Sandy,30.96,75.26,1.76,15.83,69.07
2024-05-27,Cotton,Silt,41.73,36.91,2.19,22.11,53.33
2024-05-28,Wheat,Sandy,33.23,37.17,0.3,12.82,58.41
2024-05-29,Maize,Silt,33.49,58.98,2.69,28.58,38.25
2024-05-30,Rice,Silt,36.06,32.02,3.47,28.24,72.22
2024-05-31,Rice,Clay,30.98,28.08,4.65,27.34,64.02
2024-06-01,Rice,Clay,21.19,47.43,11.3,29.09,35.05
2024-06-02,Sugarcane,Clay,15.54,75.49,0.36,34.49,45.36
2024-06-03,Sugarcane,Loamy,35.66,37.73,0.05,29.47,75.21
2024-06-04,Wheat,Clay,39.64,79.03,3.32,31.67,36.75
2024-06-05,Sugarcane,Loamy,39.62,48.32,3.31,15.27,79.46
2024-06-06,Wheat,Silt,15.47,39.66,1.17,20.84,34.88
2024-06-07,Wheat,Silt,44.04,24.66,5.23,21.48,44.25
2024-06-08,Sugarcane,Sandy,28.0,89.8,4.09,11.42,63.32
2024-06-09,Cotton,Loamy,26.09,52.5,6.41,28.13,31.25
2024-06-10,Cotton,Sandy,21.53,66.32,3.31,5.11,46.83
2024-06-11,Sugarcane,Silt,31.45,24.65,7.27,31.67,66.69
2024-06-12,Sugarcane,Sandy,39.09,56.26,0.76,18.42,80.72
2024-06-13,Sugarcane,Loamy,20.1,33.65,11.06,30.0,52.45
2024-06-14,Cotton,Clay,34.62,82.24,4.32,37.65,32.94
2024-06-15,Rice,Clay,36.49,38.97,1.13,31.28,68.45
2024-06-16,Cotton,Sandy,27.75,83.55,3.54,8.76,42.46
2024-06-17,Rice,Sandy,26.48,77.53,5.39,20.92,38.63
2024-06-18,Wheat,Loamy,34.1,72.38,1.27,25.57,31.96
2024-06-19,Sugarcane,Sandy,23.35,65.83,8.68,6.26,61.66
2024-06-20,Maize,Silt,37.83,33.14,0.46,33.98,52.21
2024-06-21,Maize,Silt,15.93,38.17,0.17,37.58,36.46
2024-06-22,Sugarcane,Silt,16.17,66.68,1.95,37.96,52.33
2024-06-23,Sugarcane,Loamy,44.88,77.78,9.32,19.98,70.46
2024-06-24,Cotton,Silt,42.09,85.35,8.08,33.49,32.03
2024-06-25,Cotton,Loamy,32.13,41.28,1.91,34.22,42.35
2024-06-26,Sugarcane,Loamy,27.18,20.96,0.42,21.24,62.09
2024-06-27,Rice,Clay,37.87,22.73,9.07,37.39,65.38
2024-06-28,Sugarcane,Clay,27.07,47.34,0.36,37.77,56.4
2024-06-29,Rice,Sandy,19.15,60.52,4.21,22.37,44.27
2024-06-30,Rice,Loamy,33.56,64.32,3.17,23.86,54.96
2024-07-01,Wheat,Sandy,36.45,61.52,0.27,14.1,56.05
2024-07-02,Rice,Silt,43.25,31.71,3.47,33.82,71.18
2024-07-03,Wheat,Sandy,23.26,30.93,5.05,16.99,43.08
2024-07-04,Maize,Sandy,28.66,66.74,9.08,8.39,40.11
2024-07-05,Wheat,Loamy,20.14,51.75,3.03,28.71,27.46
2024-07-06,Maize,Silt,43.61,81.71,4.39,36.68,38.86
2024-07-07,Rice,Loamy,32.79,44.84,0.27,15.63,69.54
2024-07-08,Wheat,Silt,33.49,37.24,5.87,31.94,40.01
2024-07-09,Cotton,Loamy,35.5,46.28,8.05,32.69,37.75
2024-07-10,Cotton,Silt,21.49,68.38,4.62,32.38,32.64
2024-07-11,Sugarcane,Sandy,18.84,44.33,2.86,12.92,66.02
2024-07-12,Rice,Sandy,24.18,58.63,7.79,13.32,53.01
2024-07-13,Cotton,Silt,16.66,85.97,0.39,28.77,25.18
2024-07-14,Sugarcane,Sandy,19.98,28.01,0.04,8.11,73.24
2024-07-15,Sugarcane,Sandy,15.62,77.86,2.28,12.07,58.81
2024-07-16,Maize,Clay,20.1,82.88,7.5,26.53,20.92
2024-07-17,Rice,Loamy,24.07,59.44,8.14,17.74,55.48
2024-07-18,Cotton,Silt,23.21,54.15,0.43,29.19,28.84
2024-07-19,Wheat,Loamy,16.71,49.3,3.07,29.5,25.45
2024-07-20,Cotton,Silt,38.31,80.35,1.88,30.76,42.04
2024-07-21,Wheat,Silt,41.69,46.0,1.09,29.79,41.45
2024-07-22,Maize,Silt,35.61,66.07,0.62,35.99,40.74
2024-07-23,Maize,Loamy,37.87,28.82,1.09,34.03,51.05
2024-07-24,Cotton,Clay,32.38,54.27,5.17,29.6,35.32
2024-07-25,Wheat,Clay,34.85,29.89,4.23,28.71,43.67
2024-07-26,Maize,Loamy,20.49,77.8,1.68,33.54,25.82
2024-07-27,Wheat,Sandy,26.24,75.84,2.29,6.74,40.34
2024-07-28,Sugarcane,Loamy,25.13,89.2,0.13,20.05,50.12
2024-07-29,Maize,Loamy,32.67,72.62,4.88,27.01,30.32
2024-07-30,Maize,Clay,21.96,38.58,4.04,28.99,36.76
2024-07-31,Rice,Loamy,16.2,40.4,1.16,19.76,62.45
2024-08-01,Sugarcane,Clay,38.18,69.17,4.78,40.21,55.08
2024-08-02,Sugarcane,Silt,26.27,69.57,3.23,33.49,56.58
2024-08-03,Wheat,Silt,21.8,66.9,3.16,35.47,22.74
2024-08-04,Maize,Sandy,31.53,50.67,9.14,8.21,45.15
2024-08-05,Rice,Silt,22.12,23.47,6.45,22.23,50.65
2024-08-06,Cotton,Sandy,35.87,62.75,1.11,6.11,60.41
2024-08-07,Wheat,Clay,22.11,67.42,4.17,43.58,14.32
2024-08-08,Rice,Sandy,15.57,77.88,3.72,20.5,38.41
2024-08-09,Cotton,Silt,15.9,87.3,5.51,38.66,18.59
2024-08-10,Wheat,Sandy,35.35,42.23,9.42,23.94,37.31
2024-08-11,Maize,Sandy,23.32,39.71,16.53,5.21,44.3
2024-08-12,Wheat,Silt,33.68,89.31,1.87,26.8,27.47
2024-08-13,Cotton,Silt,22.83,44.04,9.0,38.71,23.11
2024-08-14,Rice,Silt,20.95,31.54,1.37,34.2,53.64
2024-08-15,Sugarcane,Clay,42.4,33.26,0.03,26.2,77.43
2024-08-16,Maize,Silt,23.19,32.4,1.74,22.3,40.65
2024-08-17,Wheat,Loamy,28.87,80.55,1.43,29.34,27.14
2024-08-18,Rice,Silt,37.72,40.66,1.78,22.14,59.64
2024-08-19,Rice,Sandy,43.21,62.27,9.94,21.45,53.04
2024-08-20,Sugarcane,Clay,18.51,67.75,14.97,27.74,41.4
2024-08-21,Wheat,Clay,32.51,47.31,2.19,25.9,33.31
2024-08-22,Maize,Loamy,42.95,77.47,4.18,28.14,40.39
2024-08-23,Rice,Sandy,24.8,20.76,8.76,21.02,47.63
2024-08-24,Sugarcane,Clay,28.92,28.31,19.7,29.29,52.4
2024-08-25,Rice,Clay,35.99,63.19,9.96,29.46,57.24
2024-08-26,Sugarcane,Loamy,37.44,59.29,1.41,23.47,66.76
2024-08-27,Rice,Clay,22.2,30.1,0.61,25.55,55.14
2024-08-28,Sugarcane,Loamy,32.23,29.65,5.84,32.95,66.47
2024-08-29,Cotton,Clay,38.82,31.08,0.27,36.15,52.94
2024-08-30,Wheat,Silt,29.46,78.86,1.25,27.62,26.85
2024-08-31,Sugarcane,Loamy,38.45,39.3,1.14,15.34,91.08
2024-09-01,Rice,Clay,27.62,62.12,13.83,31.24,38.5
2024-09-02,Cotton,Silt,33.58,43.25,13.16,36.9,28.34
2024-09-03,Maize,Loamy,30.37,74.15,0.23,28.87,33.89
2024-09-04,Maize,Silt,35.44,85.81,0.24,26.39,37.63
2024-09-05,Cotton,Sandy,18.18,44.84,2.67,18.52,45.95
2024-09-06,Maize,Silt,19.7,77.91,0.21,28.38,21.01
2024-09-07,Sugarcane,Sandy,31.71,36.2,3.49,19.63,87.75
2024-09-08,Sugarcane,Sandy,41.59,85.4,12.41,17.71,65.78
2024-09-09,Cotton,Sandy,37.57,57.19,5.66,13.57,56.39
2024-09-10,Cotton,Sandy,19.39,78.31,3.89,21.89,24.59
2024-09-11,Maize,Clay,42.45,37.58,9.3,34.68,48.08
2024-09-12,Sugarcane,Sandy,32.19,42.76,0.2,10.44,72.04
2024-09-13,Wheat,Silt,43.97,47.66,6.52,26.92,36.03
2024-09-14,Cotton,Sandy,18.97,46.76,4.83,14.09,46.68
2024-09-15,Wheat,Silt,20.73,52.18,2.82,26.09,23.19
2024-09-16,Rice,Loamy,41.61,49.39,3.43,33.34,61.66
2024-09-17,Rice,Clay,31.96,50.96,7.98,39.48,51.14
2024-09-18,Wheat,Clay,34.85,62.17,0.89,29.68,32.14
2024-09-19,Sugarcane,Sandy,44.24,29.48,1.32,22.37,77.56
2024-09-20,Rice,Sandy,16.52,22.76,4.27,12.86,67.17
2024-09-21,Rice,Silt,15.34,75.12,1.83,20.81,40.53
2024-09-22,Sugarcane,Silt,44.21,58.09,1.61,34.19,63.63
2024-09-23,Maize,Silt,27.31,31.43,1.25,26.35,41.56
2024-09-24,Sugarcane,Sandy,17.86,51.5,2.06,22.41,47.5
2024-09-25,Rice,Loamy,16.54,54.48,2.92,21.69,44.37
2024-09-26,Maize,Loamy,21.49,34.6,1.76,33.22,38.28
2024-09-27,Wheat,Sandy,25.4,48.54,0.67,8.43,46.96
2024-09-28,Sugarcane,Loamy,35.91,33.54,5.13,20.2,72.32
2024-09-29,Maize,Loamy,23.92,36.1,2.65,19.81,54.03
2024-09-30,Wheat,Silt,35.19,77.7,2.53,23.13,36.43
2024-10-01,Sugarcane,Sandy,35.14,38.95,0.42,24.85,72.94
2024-10-02,Maize,Loamy,20.07,44.63,7.17,25.14,23.83
2024-10-03,Sugarcane,Silt,33.58,48.78,2.79,26.61,60.39
2024-10-04,Sugarcane,Loamy,35.67,77.63,4.06,30.59,57.1
2024-10-05,Rice,Silt,16.2,82.29,24.12,25.88,18.26
2024-10-06,Rice,Loamy,22.59,80.59,0.54,17.52,57.87
2024-10-07,Cotton,Loamy,40.41,42.7,5.64,26.88,40.62
2024-10-08,Rice,Silt,15.04,46.47,0.77,20.37,44.78
2024-10-09,Rice,Silt,24.71,66.28,5.28,25.02,40.9
2024-10-10,Sugarcane,Sandy,18.66,69.1,0.6,24.94,48.1
2024-10-11,Wheat,Sandy,27.34,28.85,0.14,17.45,56.84
2024-10-12,Maize,Loamy,33.94,49.85,3.97,18.49,51.78
2024-10-13,Wheat,Sandy,26.94,76.42,4.48,8.32,37.15
2024-10-14,Sugarcane,Sandy,31.4,78.79,0.68,21.0,57.18
2024-10-15,Maize,Clay,23.8,56.78,5.98,43.01,14.75
2024-10-16,Wheat,Clay,35.39,86.21,1.75,25.02,33.63
2024-10-17,Cotton,Clay,34.86,64.36,4.5,25.32,41.37
2024-10-18,Wheat,Clay,40.12,28.92,0.67,41.27,42.55
2024-10-19,Maize,Sandy,24.55,82.6,5.18,10.77,31.79
2024-10-20,Cotton,Clay,15.41,42.59,4.04,27.96,27.55
2024-10-21,Sugarcane,Loamy,39.71,82.92,4.03,31.25,59.3
2024-10-22,Rice,Clay,44.67,35.8,2.47,34.6,67.83
2024-10-23,Cotton,Loamy,44.62,51.09,3.8,32.47,47.97
2024-10-24,Cotton,Clay,24.6,53.35,1.92,34.78,32.16
2024-10-25,Sugarcane,Silt,19.0,64.27,0.69,31.57,51.16
2024-10-26,Sugarcane,Silt,37.6,81.1,3.47,34.6,60.72
2024-10-27,Sugarcane,Clay,15.77,39.92,2.93,37.34,62.1
2024-10-28,Cotton,Silt,18.77,87.44,0.57,29.57,25.51
2024-10-29,Maize,Clay,17.58,23.99,0.56,36.71,38.27
2024-10-30,Cotton,Sandy,23.87,85.28,3.7,10.44,39.4
2024-10-31,Maize,Sandy,34.59,30.77,18.87,15.9,50.81
2024-11-01,Cotton,Loamy,28.99,33.3,6.05,26.13,39.15
2024-11-02,Sugarcane,Clay,15.63,42.1,0.29,40.33,41.21
2024-11-03,Wheat,Silt,35.27,47.72,7.06,29.08,34.47
2024-11-04,Wheat,Loamy,38.7,42.26,4.33,21.91,41.89
2024-11-05,Sugarcane,Loamy,17.3,31.62,0.32,24.99,57.64
2024-11-06,Maize,Clay,41.18,51.65,21.27,25.0,23.68
2024-11-07,Sugarcane,Silt,28.72,47.79,3.04,28.3,56.38
2024-11-08,Wheat,Sandy,20.93,32.64,1.52,15.51,47.67
2024-11-09,Cotton,Silt,23.92,31.38,5.63,20.76,35.72
2024-11-10,Rice,Silt,31.57,61.67,10.28,31.54,44.07
2024-11-11,Cotton,Silt,31.21,25.55,4.17,38.16,49.38
2024-11-12,Maize,Clay,19.3,30.6,2.83,36.91,35.48
2024-11-13,Rice,Silt,32.6,77.99,0.42,29.54,50.78
2024-11-14,Maize,Sandy,24.21,33.66,5.67,11.46,50.93
2024-11-15,Rice,Clay,26.82,62.23,8.09,34.39,44.54
2024-11-16,Sugarcane,Sandy,35.17,53.69,8.3,24.01,57.13
2024-11-17,Wheat,Sandy,17.58,77.01,1.64,7.64,34.64
2024-11-18,Maize,Loamy,26.43,23.82,4.57,33.05,42.3
2024-11-19,Sugarcane,Sandy,28.28,23.39,8.59,21.53,60.53
2024-11-20,Wheat,Sandy,38.99,58.83,8.74,17.63,51.71
2024-11-21,Wheat,Clay,27.42,87.06,3.89,37.1,23.32
2024-11-22,Wheat,Clay,15.63,77.37,8.71,40.75,3.7
2024-11-23,Cotton,Sandy,31.29,46.17,4.91,5.25,52.86
2024-11-24,Rice,Silt,22.32,61.86,2.43,37.1,47.71
2024-11-25,Cotton,Silt,23.12,33.59,3.22,20.15,37.15
2024-11-26,Sugarcane,Loamy,41.34,59.05,16.07,15.97,67.59
2024-11-27,Rice,Clay,42.08,56.74,3.0,31.61,60.54
2024-11-28,Wheat,Clay,43.11,88.88,7.96,40.14,21.08
2024-11-29,Maize,Clay,16.77,68.35,6.52,25.94,25.57
2024-11-30,Cotton,Sandy,23.58,67.07,0.93,6.11,43.99
2024-12-01,Wheat,Silt,34.59,60.57,0.11,39.77,32.25
2024-12-02,Rice,Silt,31.5,87.42,0.61,29.81,48.02
2024-12-03,Maize,Sandy,33.53,34.54,4.43,7.25,61.99
2024-12-04,Maize,Loamy,28.11,63.94,5.21,31.88,26.95
2024-12-05,Rice,Sandy,43.85,71.12,3.37,17.61,71.44
2024-12-06,Cotton,Sandy,39.31,39.09,6.58,12.44,65.13
2024-12-07,Maize,Clay,20.44,87.0,11.04,38.05,12.76
2024-12-08,Sugarcane,Sandy,30.59,89.76,0.73,18.51,69.38
2024-12-09,Maize,Loamy,43.48,81.57,11.88,34.83,26.25
2024-12-10,Cotton,Silt,36.93,69.05,4.45,38.77,44.1
2024-12-11,Wheat,Clay,29.15,58.74,4.22,29.2,31.45
2024-12-12,Cotton,Sandy,29.19,23.03,6.01,11.61,56.47
2024-12-13,Wheat,Loamy,20.87,55.92,0.7,23.81,23.9
2024-12-14,Sugarcane,Silt,32.98,55.96,1.7,20.13,59.98
2024-12-15,Wheat,Clay,37.04,21.68,4.4,43.83,38.05
2024-12-16,Cotton,Clay,17.74,63.8,4.0,33.15,30.13
2024-12-17,Wheat,Silt,23.27,54.62,0.65,31.76,23.9
2024-12-18,Sugarcane,Loamy,39.25,62.82,1.75,20.11,63.96
2024-12-19,Wheat,Sandy,20.44,75.35,2.43,13.72,35.56
2024-12-20,Sugarcane,Sandy,17.02,78.21,0.98,19.46,61.64
2024-12-21,Wheat,Silt,32.37,21.02,2.23,32.1,44.32
2024-12-22,Wheat,Clay,38.96,85.29,0.1,28.08,37.32
2024-12-23,Sugarcane,Silt,39.23,82.01,8.47,20.38,56.42
2024-12-24,Sugarcane,Loamy,18.99,64.69,1.93,16.14,62.83
2024-12-25,Cotton,Loamy,42.1,21.72,1.18,23.33,54.14
2024-12-26,Maize,Silt,16.21,55.86,5.7,38.63,23.72
2024-12-27,Sugarcane,Loamy,26.58,46.18,10.87,18.03,57.91
2024-12-28,Maize,Silt,16.63,32.77,16.79,28.56,28.79
2024-12-29,Cotton,Sandy,19.42,34.46,1.88,17.72,54.39
2024-12-30,Maize,Loamy,30.7,84.51,8.36,31.5,29.77
2024-12-31,Maize,Loamy,37.96,30.02,5.36,27.83,45.15
2025-01-01,Wheat,Clay,42.1,38.72,8.37,26.65,45.6
2025-01-02,Cotton,Sandy,31.38,84.83,10.25,20.7,23.64
2025-01-03,Rice,Loamy,40.6,42.97,0.28,28.39,58.39
2025-01-04,Cotton,Sandy,24.36,76.17,9.88,7.75,37.71
2025-01-05,Sugarcane,Sandy,34.87,72.63,8.36,23.91,48.88
2025-01-06,Cotton,Loamy,18.95,69.35,6.77,28.55,23.51
2025-01-07,Cotton,Loamy,20.07,23.75,6.32,24.51,37.09
2025-01-08,Maize,Loamy,20.05,78.55,3.98,18.78,39.32
2025-01-09,Wheat,Loamy,33.13,52.26,8.82,31.59,31.26
2025-01-10,Cotton,Silt,29.06,69.39,12.77,22.84,23.83
2025-01-11,Maize,Loamy,33.36,41.44,1.97,16.42,52.1
2025-01-12,Rice,Silt,21.99,68.66,4.97,37.27,42.79
2025-01-13,Sugarcane,Silt,44.86,83.81,1.25,21.12,58.53
2025-01-14,Wheat,Clay,30.62,50.85,10.6,35.11,25.05
2025-01-15,Cotton,Sandy,29.22,51.59,10.17,15.6,39.81
2025-01-16,Sugarcane,Clay,39.53,82.65,9.59,38.47,52.82
2025-01-17,Rice,Loamy,37.56,55.9,1.93,26.92,62.97
2025-01-18,Sugarcane,Clay,42.62,44.15,0.28,29.08,64.51
2025-01-19,Wheat,Sandy,15.01,84.05,9.29,19.85,28.01
2025-01-20,Cotton,Sandy,41.29,70.59,1.32,19.11,53.85
2025-01-21,Sugarcane,Sandy,17.19,72.08,6.21,9.69,56.5
2025-01-22,Maize,Sandy,18.24,36.28,6.94,10.49,48.75
2025-01-23,Rice,Sandy,25.24,51.09,5.63,15.18,62.17
2025-01-24,Cotton,Sandy,38.34,52.25,22.48,14.66,42.92
2025-01-25,Rice,Clay,41.6,47.9,9.94,30.34,55.21
2025-01-26,Wheat,Loamy,24.78,86.78,0.65,15.37,37.42
2025-01-27,Cotton,Sandy,44.76,86.6,0.74,15.75,53.11
2025-01-28,Wheat,Loamy,21.72,45.43,2.89,34.55,26.85
2025-01-29,Cotton,Clay,31.11,78.8,2.07,39.18,37.96
